НАИМЕНОВАНИЕ;АРТИКУЛ;ИМЯ_БРЕНДА;СТРАНА_БРЕНДА;РАЗДЕЛ;КАТЕГОРИЯ;ЦЕНА;ИЗОБРАЖЕНИЕ;КОЛЛЕКЦИЯ;ОПИСАНИЕ;ХАРАКТЕРИСТИКИ
Подвесная люстра Omnilux OML-30807-08;OML-30807-08;Omnilux;Китай;Люстры;Большие люстры;27010;https://www.vamsvet.ru/upload/iblock/b43/vamsvet-podvesnaya-lyustra-omnilux-oml-30807-08.jpeg|https://www.vamsvet.ru/upload/iblock/300/podvesnaya-lyustra-omnilux-oml-30807-08-1.jpeg|https://www.vamsvet.ru/upload/iblock/829/podvesnaya-lyustra-omnilux-oml-30807-08-2.jpeg|https://www.vamsvet.ru/upload/iblock/f19/podvesnaya-lyustra-omnilux-oml-30807-08-3.jpeg|https://www.vamsvet.ru/upload/iblock/fdf/podvesnaya-lyustra-omnilux-oml-30807-08-4.jpeg|https://www.vamsvet.ru/upload/iblock/775/podvesnaya-lyustra-omnilux-oml-30807-08-5.jpeg|https://www.vamsvet.ru/upload/iblock/3f4/podvesnaya-lyustra-omnilux-oml-30807-08-6.jpeg|https://www.vamsvet.ru/upload/iblock/b43/vamsvet-podvesnaya-lyustra-omnilux-oml-30807-08.jpeg|https://www.vamsvet.ru/upload/iblock/300/podvesnaya-lyustra-omnilux-oml-30807-08-1.jpeg|https://www.vamsvet.ru/upload/iblock/829/podvesnaya-lyustra-omnilux-oml-30807-08-2.jpeg|https://www.vamsvet.ru/upload/iblock/f19/podvesnaya-lyustra-omnilux-oml-30807-08-3.jpeg|https://www.vamsvet.ru/upload/iblock/fdf/podvesnaya-lyustra-omnilux-oml-30807-08-4.jpeg|https://www.vamsvet.ru/upload/iblock/775/podvesnaya-lyustra-omnilux-oml-30807-08-5.jpeg|https://www.vamsvet.ru/upload/iblock/3f4/podvesnaya-lyustra-omnilux-oml-30807-08-6.jpeg;OML-308;Изысканная модель OML-30807-08 от китайской компании Omnilux относится к коллекции OML-308 и отлично подойдет для установки на потолок в гостиной, оформленной в классическом стиле. Подвесная люстра Omnilux OML-30807-08 без плафонов осветит помещение площадью 18 кв. м. Производитель Omnilux рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 40 W. Прибор произведен с использованием материалов: хрусталь и металл и может использоваться для натяжного потолка. Основным цветом товара является белый. Подвесная люстра  OML-30807-08 продается по цене 27010 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:OML-30807-08||Бренд:Omnilux||Страна бренда:Китай||Страна производства:Китай||Коллекция:OML-308||Стиль:Классика||Высота, мм:1500||Диаметр, мм:700||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:8||Мощность лампы, W:40||Общая мощность, W:320||Площадь освещения, м2:18||Световой поток, lm:3360||Напряжение, V:220-240||Виды материалов:Хрустальные||Материал арматуры:Металл||Форма рассеивателя:Без плафона||Цвет:Белый||Цвет арматуры:Белый||Цвет декора:Прозрачный||Степень защиты:IP20||Интерьер:Для гостиной||Место установки:На потолок||Тип крепления:На планку||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Пульт ДУ:Нет||Гарантия производителя:2 года||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Большие люстры"
Подвесная люстра F-Promo Plini 2590-18P;2590-18P;F-Promo;Германия;Люстры;Большие люстры;40700;https://www.vamsvet.ru/upload/iblock/7a9/vamsvet-podvesnaya-lyustra-f-promo-plini-2590-18p.jpeg|https://www.vamsvet.ru/upload/iblock/140/podvesnaya-lyustra-f-promo-plini-2590-18p-1.jpeg|https://www.vamsvet.ru/upload/iblock/a32/podvesnaya-lyustra-f-promo-plini-2590-18p-2.jpeg|https://www.vamsvet.ru/upload/iblock/73b/podvesnaya-lyustra-f-promo-plini-2590-18p-3.jpeg|https://www.vamsvet.ru/upload/iblock/440/podvesnaya-lyustra-f-promo-plini-2590-18p-4.jpeg|https://www.vamsvet.ru/upload/iblock/846/podvesnaya-lyustra-f-promo-plini-2590-18p-5.jpeg|https://www.vamsvet.ru/upload/iblock/7a9/vamsvet-podvesnaya-lyustra-f-promo-plini-2590-18p.jpeg|https://www.vamsvet.ru/upload/iblock/140/podvesnaya-lyustra-f-promo-plini-2590-18p-1.jpeg|https://www.vamsvet.ru/upload/iblock/a32/podvesnaya-lyustra-f-promo-plini-2590-18p-2.jpeg|https://www.vamsvet.ru/upload/iblock/73b/podvesnaya-lyustra-f-promo-plini-2590-18p-3.jpeg|https://www.vamsvet.ru/upload/iblock/440/podvesnaya-lyustra-f-promo-plini-2590-18p-4.jpeg|https://www.vamsvet.ru/upload/iblock/846/podvesnaya-lyustra-f-promo-plini-2590-18p-5.jpeg;Plini;Восхитительная модель 2590-18P от немецкой компании F-Promo относится к коллекции Plini и отлично подойдет для установки на потолок больших залов, оформленных в замковом стиле. Подвесная люстра F-Promo Plini 2590-18P без плафонов осветит помещение площадью 48 кв. м. Производитель F-Promo рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 40 W. Прибор произведен с использованием материала: металл и может использоваться для натяжного потолка. Основным цветом товара является коричневый. Подвесная люстра   2590-18P продается по цене 40700 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:2590-18P||Бренд:F-Promo||Страна бренда:Германия||Коллекция:Plini||Стиль:Замковый||Высота, мм:700||Диаметр, мм:1400||Длина подвеса, мм:2000||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:18||Мощность лампы, W:40||Общая мощность, W:720||Напряжение, V:220-240||Виды материалов:Металлические||Материал арматуры:Металл||Вид рассеивателя:Отсутствует||Форма рассеивателя:Без плафона||Цвет:Коричневый||Цвет арматуры:Коричневый||Цвет декора:Коричневый||Степень защиты:IP20||Интерьер:Для больших залов||Место установки:На потолок||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Тип подвеса:Цепь||Гарантия производителя:3 года||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Большие люстры"
Подвесная люстра F-Promo Plini 2590-20P;2590-20P;F-Promo;Германия;Люстры;Большие люстры;43100;https://www.vamsvet.ru/upload/iblock/e04/vamsvet-podvesnaya-lyustra-f-promo-plini-2590-20p.jpeg|https://www.vamsvet.ru/upload/iblock/f65/podvesnaya-lyustra-f-promo-plini-2590-20p-1.jpeg|https://www.vamsvet.ru/upload/iblock/421/podvesnaya-lyustra-f-promo-plini-2590-20p-2.jpeg|https://www.vamsvet.ru/upload/iblock/e68/podvesnaya-lyustra-f-promo-plini-2590-20p-3.jpeg|https://www.vamsvet.ru/upload/iblock/663/podvesnaya-lyustra-f-promo-plini-2590-20p-4.jpeg|https://www.vamsvet.ru/upload/iblock/9a3/podvesnaya-lyustra-f-promo-plini-2590-20p-5.jpeg|https://www.vamsvet.ru/upload/iblock/e04/vamsvet-podvesnaya-lyustra-f-promo-plini-2590-20p.jpeg|https://www.vamsvet.ru/upload/iblock/f65/podvesnaya-lyustra-f-promo-plini-2590-20p-1.jpeg|https://www.vamsvet.ru/upload/iblock/421/podvesnaya-lyustra-f-promo-plini-2590-20p-2.jpeg|https://www.vamsvet.ru/upload/iblock/e68/podvesnaya-lyustra-f-promo-plini-2590-20p-3.jpeg|https://www.vamsvet.ru/upload/iblock/663/podvesnaya-lyustra-f-promo-plini-2590-20p-4.jpeg|https://www.vamsvet.ru/upload/iblock/9a3/podvesnaya-lyustra-f-promo-plini-2590-20p-5.jpeg;Plini;Особенная модель 2590-20P от немецкой компании F-Promo относится к коллекции Plini и отлично подойдет для установки на потолок больших залов, оформленных в замковом стиле. Подвесная люстра F-Promo Plini 2590-20P без плафонов осветит помещение площадью 53.3 кв. м. Производитель F-Promo рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 40 W. Прибор произведен с использованием материала: металл и может использоваться для натяжного потолка. Основным цветом товара является коричневый. Подвесная люстра   2590-20P продается по цене 43100 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:2590-20P||Бренд:F-Promo||Страна бренда:Германия||Коллекция:Plini||Стиль:Замковый||Высота, мм:890||Диаметр, мм:1400||Длина подвеса, мм:2000||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:20||Мощность лампы, W:40||Общая мощность, W:800||Напряжение, V:220-240||Виды материалов:Металлические||Материал арматуры:Металл||Вид рассеивателя:Отсутствует||Форма рассеивателя:Без плафона||Цвет:Коричневый||Цвет арматуры:Коричневый||Цвет декора:Коричневый||Степень защиты:IP20||Интерьер:Для больших залов||Место установки:На потолок||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Тип подвеса:Цепь||Гарантия производителя:3 года||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Большие люстры"
Подвесная люстра Citilux Мартин CL332161;CL332161;Citilux;Дания;Люстры;Большие люстры;44990;https://www.vamsvet.ru/upload/iblock/c23/vamsvet-podvesnaya-lyustra-citilux-martin-cl332161.jpeg|https://www.vamsvet.ru/upload/iblock/1f7/podvesnaya-lyustra-citilux-martin-cl332161-1.jpeg|https://www.vamsvet.ru/upload/iblock/487/podvesnaya-lyustra-citilux-martin-cl332161-2.jpeg|https://www.vamsvet.ru/upload/iblock/2b6/podvesnaya-lyustra-citilux-martin-cl332161-3.jpeg|https://www.vamsvet.ru/upload/iblock/db3/podvesnaya-lyustra-citilux-martin-cl332161-4.jpeg|https://www.vamsvet.ru/upload/iblock/c23/vamsvet-podvesnaya-lyustra-citilux-martin-cl332161.jpeg|https://www.vamsvet.ru/upload/iblock/1f7/podvesnaya-lyustra-citilux-martin-cl332161-1.jpeg|https://www.vamsvet.ru/upload/iblock/487/podvesnaya-lyustra-citilux-martin-cl332161-2.jpeg|https://www.vamsvet.ru/upload/iblock/2b6/podvesnaya-lyustra-citilux-martin-cl332161-3.jpeg|https://www.vamsvet.ru/upload/iblock/db3/podvesnaya-lyustra-citilux-martin-cl332161-4.jpeg;Мартин;Дивная модель CL332161 от датской компании Citilux относится к коллекции Мартин и отлично подойдет для установки на потолок больших залов, оформленных в современном стиле. Подвесная люстра Citilux Мартин CL332161 с цилиндрическими плафонами осветит помещение площадью 53.3 кв. м. Производитель Citilux рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 60 W. Прибор произведен с использованием материалов: хрусталь и металл и может использоваться для натяжного потолка. Основным цветом товара является черный и прозрачный. Подвесная люстра   CL332161 продается по цене 44990 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:CL332161||Бренд:Citilux||Страна бренда:Дания||Страна производства:Китай||Коллекция:Мартин||Стиль:Современный||Высота, мм:650||Диаметр, мм:800||Длина подвеса, мм:450||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:16||Мощность лампы, W:60||Общая мощность, W:960||Площадь освещения, м2:53.3||Напряжение, V:220-240||Виды материалов:Хрустальные||Материал арматуры:Металл||Материал плафонов:Хрусталь||Направление плафонов:Вниз||Вид рассеивателя:Хрусталь||Форма рассеивателя:Цилиндр||Цвет:Черный||Цвет арматуры:Черный||Цвет плафонов:Прозрачный||Степень защиты:IP20||Интерьер:Для больших залов||Место установки:На потолок||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Пульт ДУ:Нет||Тип подвеса:Цепь||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Большие люстры"
Подвесная люстра Citilux Марлен Кофейная  CL411101;CL411101;Citilux;Дания;Люстры;Большие люстры;27990;https://www.vamsvet.ru/upload/iblock/3ba/vamsvet-podvesnaya-lyustra-citilux-marlen-kofeynaya-cl411101.jpeg;Марлен Кофейная;Великолепная модель CL411101 от датской компании Citilux относится к коллекции Марлен Кофейная и отлично подойдет для установки на потолок в гостиной, оформленной в классическом стиле. Подвесная люстра Citilux Марлен Кофейная  CL411101 без плафонов осветит помещение площадью 33.3 кв. м. Производитель Citilux рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 60 W. Прибор произведен с использованием материала: металл и может использоваться для натяжного потолка. Основным цветом товара является коричневый и прозрачный. Подвесная люстра    CL411101 продается по цене 27990 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:CL411101||Бренд:Citilux||Страна бренда:Дания||Страна производства:Китай||Коллекция:Марлен Кофейная||Стиль:Классика||Высота, мм:700||Диаметр, мм:900||Длина подвеса, мм:500||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:10||Мощность лампы, W:60||Общая мощность, W:600||Площадь освещения, м2:33.3||Напряжение, V:220-240||Виды материалов:Металлические||Материал арматуры:Металл||Вид рассеивателя:Отсутствует||Форма рассеивателя:Без плафона||Цвет:Коричневый||Цвет арматуры:Коричневый||Цвет плафонов:Прозрачный||Степень защиты:IP20||Интерьер:Для гостиной||Место установки:На потолок||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Пульт ДУ:Нет||Тип подвеса:Цепь||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Большие люстры"
Подвесная люстра Citilux Маркиз CL471265;CL471265;Citilux;Дания;Люстры;Большие люстры;34490;https://www.vamsvet.ru/upload/iblock/68d/vamsvet-podvesnaya-lyustra-citilux-markiz-cl471265.jpeg|https://www.vamsvet.ru/upload/iblock/2d3/podvesnaya-lyustra-citilux-markiz-cl471265-1.jpeg|https://www.vamsvet.ru/upload/iblock/ef6/podvesnaya-lyustra-citilux-markiz-cl471265-2.jpeg|https://www.vamsvet.ru/upload/iblock/208/podvesnaya-lyustra-citilux-markiz-cl471265-3.jpeg|https://www.vamsvet.ru/upload/iblock/1db/podvesnaya-lyustra-citilux-markiz-cl471265-4.jpeg|https://www.vamsvet.ru/upload/iblock/444/podvesnaya-lyustra-citilux-markiz-cl471265-5.jpeg|https://www.vamsvet.ru/upload/iblock/76c/podvesnaya-lyustra-citilux-markiz-cl471265-6.jpeg|https://www.vamsvet.ru/upload/iblock/5df/podvesnaya-lyustra-citilux-markiz-cl471265-7.jpeg|https://www.vamsvet.ru/upload/iblock/68d/vamsvet-podvesnaya-lyustra-citilux-markiz-cl471265.jpeg|https://www.vamsvet.ru/upload/iblock/2d3/podvesnaya-lyustra-citilux-markiz-cl471265-1.jpeg|https://www.vamsvet.ru/upload/iblock/ef6/podvesnaya-lyustra-citilux-markiz-cl471265-2.jpeg|https://www.vamsvet.ru/upload/iblock/208/podvesnaya-lyustra-citilux-markiz-cl471265-3.jpeg|https://www.vamsvet.ru/upload/iblock/1db/podvesnaya-lyustra-citilux-markiz-cl471265-4.jpeg|https://www.vamsvet.ru/upload/iblock/444/podvesnaya-lyustra-citilux-markiz-cl471265-5.jpeg|https://www.vamsvet.ru/upload/iblock/76c/podvesnaya-lyustra-citilux-markiz-cl471265-6.jpeg|https://www.vamsvet.ru/upload/iblock/5df/podvesnaya-lyustra-citilux-markiz-cl471265-7.jpeg;Маркиз;Изысканная модель CL471265 от датской компании Citilux относится к коллекции Маркиз и отлично подойдет для установки на потолок больших залов, оформленных в стиле кантри. Подвесная люстра Citilux Маркиз CL471265 без плафонов осветит помещение площадью 40 кв. м. Производитель Citilux рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 60 W. Прибор произведен с использованием материала: металл и может использоваться для натяжного потолка. Основным цветом товара является венге. Подвесная люстра   CL471265 продается по цене 34490 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:CL471265||Бренд:Citilux||Страна бренда:Дания||Страна производства:Китай||Коллекция:Маркиз||Стиль:Кантри||Ширина, мм:360||Высота, мм:1920||Длина, мм:1530||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:12||Мощность лампы, W:60||Общая мощность, W:720||Площадь освещения, м2:40||Напряжение, V:220-240||Виды материалов:Металлические||Материал арматуры:Металл||Вид рассеивателя:Отсутствует||Форма рассеивателя:Без плафона||Цвет:Венге||Цвет арматуры:Венге||Степень защиты:IP20||Интерьер:Для больших залов||Место установки:На потолок||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Тип подвеса:Цепь||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Большие люстры"
Подвесная люстра Escada 1167/15S;1167/15S;Escada;Соединенное королевство;Люстры;Большие люстры;40230;https://www.vamsvet.ru/upload/iblock/363/vamsvet-podvesnaya-lyustra-escada-1167-15s.jpeg|https://www.vamsvet.ru/upload/iblock/363/vamsvet-podvesnaya-lyustra-escada-1167-15s.jpeg|https://www.vamsvet.ru/upload/iblock/525/4f81843e-826e-11eb-80da-ac1f6bbcde7f1.jpeg;Premium line;Неподражаемая модель 1167/15S от великобританской компании Escada относится к коллекции Premium line и отлично подойдет для установки на потолок больших залов, оформленных в американском стиле. Подвесная люстра Escada 1167/15S с цилиндрическими плафонами осветит помещение площадью 33.3 кв. м. Производитель Escada рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 40 W. Прибор произведен с использованием материалов: текстиль, металл и ткань и может использоваться для натяжного потолка. Основным цветом товара является белый и никелевый. Подвесная люстра  1167/15S продается по цене 40230 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:1167/15S||Бренд:Escada||Страна бренда:Соединенное королевство||Страна производства:Китай||Коллекция:Premium line||Стиль:Американский||Высота, мм:650||Диаметр, мм:890||Длина подвеса, мм:950||Вес, кг:9.85||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:15||Мощность лампы, W:40||Общая мощность, W:600||Площадь освещения, м2:33.3||Напряжение, V:220-240||Виды материалов:Текстильные||Материал арматуры:Металл||Материал плафонов:Ткань||Направление плафонов:Вверх||Вид рассеивателя:Абажур||Форма рассеивателя:Цилиндр||Цвет:Белый||Цвет арматуры:Никель||Цвет плафонов:Белый||Цвет декора:Прозрачный||Степень защиты:IP20||Интерьер:Для больших залов||Место установки:На потолок||Тип крепления:На крюк||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Срок службы:5 лет||Гарантия производителя:2 года||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Большие люстры"
Подвесная люстра iLamp Lady 88003-10+5 GD;88003-10+5 GD;iLamp;Италия;Люстры;Большие люстры;43890;https://www.vamsvet.ru/upload/iblock/366/vamsvet-podvesnaya-lyustra-ilamp-lady-88003-10-5-gd.jpeg|https://www.vamsvet.ru/upload/iblock/851/podvesnaya-lyustra-ilamp-lady-88003-10-5-gd-1.jpeg|https://www.vamsvet.ru/upload/iblock/b62/podvesnaya-lyustra-ilamp-lady-88003-10-5-gd-2.jpeg|https://www.vamsvet.ru/upload/iblock/d70/podvesnaya-lyustra-ilamp-lady-88003-10-5-gd-3.jpeg|https://www.vamsvet.ru/upload/iblock/366/vamsvet-podvesnaya-lyustra-ilamp-lady-88003-10-5-gd.jpeg|https://www.vamsvet.ru/upload/iblock/851/podvesnaya-lyustra-ilamp-lady-88003-10-5-gd-1.jpeg|https://www.vamsvet.ru/upload/iblock/b62/podvesnaya-lyustra-ilamp-lady-88003-10-5-gd-2.jpeg|https://www.vamsvet.ru/upload/iblock/d70/podvesnaya-lyustra-ilamp-lady-88003-10-5-gd-3.jpeg;Lady;Феноменальная модель 88003-10+5 GD от итальянской компании ILamp относится к коллекции Lady и отлично подойдет для установки на потолок больших залов, оформленных в стиле неоклассика. Подвесная люстра iLamp Lady 88003-10+5 GD без плафонов осветит помещение площадью 33.3 кв. м. Производитель ILamp рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 40 W. Прибор произведен с использованием материала: металл и может использоваться для натяжного потолка. Основным цветом товара является золотой. Подвесная люстра   88003-10+5 GD продается по цене 43890 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:88003-10+5 GD||Бренд:iLamp||Страна бренда:Италия||Страна производства:Китай||Коллекция:Lady||Стиль:Неоклассика||Высота, мм:940||Диаметр, мм:950||Длина подвеса, мм:260||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:15||Мощность лампы, W:40||Общая мощность, W:600||Площадь освещения, м2:33.3||Напряжение, V:230||Виды материалов:Металлические||Материал арматуры:Металл||Вид рассеивателя:Отсутствует||Форма рассеивателя:Без плафона||Цвет:Золотой||Цвет арматуры:Золотой||Степень защиты:IP20||Интерьер:Для больших залов||Место установки:На потолок||Тип крепления:На крюк||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Тип подвеса:Цепь||Срок службы:5 лет||Гарантия производителя:5 лет||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Большие люстры"
Подвесная люстра MW-Light Барселона 313010208;313010208;MW-Light;Германия;Люстры;Большие люстры;36180;https://www.vamsvet.ru/upload/iblock/ba2/vamsvet-podvesnaya-lyustra-mw-light-barselona-313010208.jpeg;Барселона;Неповторимая модель 313010208 от немецкой компании MW-Light относится к коллекции Барселона и отлично подойдет для установки на потолок в гостиной, оформленной в классическом стиле. Подвесная люстра MW-Light Барселона 313010208 без плафонов осветит помещение площадью 27 кв. м. Производитель MW-Light рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 60 W. Прибор произведен с использованием материала: металл и может использоваться для натяжного потолка. Основным цветом товара является черный. Подвесная люстра   313010208 продается по цене 36180 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:313010208||Бренд:MW-Light||Страна бренда:Германия||Страна производства:Германия||Коллекция:Барселона||Стиль:Классика||Высота, мм:1070||Диаметр, мм:600||Длина подвеса, мм:500||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:8||Мощность лампы, W:60||Общая мощность, W:480||Площадь освещения, м2:27||Световой поток, lm:5160||Цветовая температура:2700K||Лампы в комплекте:Нет||Напряжение, V:220-240||Виды материалов:Металлические||Материал арматуры:Металл||Вид рассеивателя:Отсутствует||Форма рассеивателя:Без плафона||Цвет:Черный||Цвет арматуры:Черный||Цвет декора:Черный||Степень защиты:IP20||Интерьер:Для гостиной||Место установки:На потолок||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Пульт ДУ:Нет||Тип подвеса:Цепь||Срок службы:5 лет||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Большие люстры"
Подвесная люстра Eurosvet 60080/12 сатин-никель;60080/12 сатин-никель;Eurosvet;Россия;Люстры;Большие люстры;30500;https://www.vamsvet.ru/upload/iblock/d67/vamsvet-podvesnaya-lyustra-eurosvet-60080-12-satin-nikel.jpeg|https://www.vamsvet.ru/upload/iblock/728/podvesnaya-lyustra-eurosvet-60080-12-satin-nikel-1.jpeg|https://www.vamsvet.ru/upload/iblock/b07/podvesnaya-lyustra-eurosvet-60080-12-satin-nikel-2.jpeg|https://www.vamsvet.ru/upload/iblock/67b/podvesnaya-lyustra-eurosvet-60080-12-satin-nikel-3.jpeg|https://www.vamsvet.ru/upload/iblock/b1c/1e4914ab-8f24-11e8-bba2-002590ec3f3a5.jpeg|https://www.vamsvet.ru/upload/iblock/d67/vamsvet-podvesnaya-lyustra-eurosvet-60080-12-satin-nikel.jpeg|https://www.vamsvet.ru/upload/iblock/728/podvesnaya-lyustra-eurosvet-60080-12-satin-nikel-1.jpeg|https://www.vamsvet.ru/upload/iblock/b07/podvesnaya-lyustra-eurosvet-60080-12-satin-nikel-2.jpeg|https://www.vamsvet.ru/upload/iblock/67b/podvesnaya-lyustra-eurosvet-60080-12-satin-nikel-3.jpeg|https://www.vamsvet.ru/upload/iblock/b1c/1e4914ab-8f24-11e8-bba2-002590ec3f3a5.jpeg;Adagio;Непревзойденная модель 60080/12 сатин-никель от российской компании Eurosvet относится к коллекции Adagio и отлично подойдет для установки на потолок больших залов, оформленных в стиле модерн. Подвесная люстра Eurosvet 60080/12 сатин-никель с цилиндрическими плафонами осветит помещение площадью 32 кв. м. Производитель Eurosvet рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 40 W. Прибор произведен с использованием материалов: текстиль, металл и ткань и может использоваться для натяжного потолка. Основным цветом товара является серебряный и никелевый. Подвесная люстра  60080/12 сатин-никель продается по цене 30500 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:60080/12 сатин-никель||Бренд:Eurosvet||Страна бренда:Россия||Страна производства:Китай||Коллекция:Adagio||Стиль:Модерн||Высота, мм:410||Диаметр, мм:1050||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:12||Мощность лампы, W:40||Общая мощность, W:480||Напряжение, V:220-240||Виды материалов:Текстильные||Материал арматуры:Металл||Материал плафонов:Ткань||Направление плафонов:Вниз||Вид рассеивателя:Абажур||Форма рассеивателя:Цилиндр||Цвет:Серебро||Цвет арматуры:Никель||Цвет плафонов:Серебро||Цвет декора:Прозрачный||Тип поверхности:Матовая||Степень защиты:IP20||Интерьер:Для больших залов||Место установки:На потолок||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Срок службы:6 лет||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Большие люстры"
Подвесная люстра Eurosvet Thalia 60140/12 золото;60140/12 золото;Eurosvet;Россия;Люстры;Большие люстры;23500;https://www.vamsvet.ru/upload/iblock/984/vamsvet-podvesnaya-lyustra-eurosvet-thalia-60140-12-zoloto.jpeg|https://www.vamsvet.ru/upload/iblock/24c/podvesnaya-lyustra-eurosvet-thalia-60140-12-zoloto-1.jpeg|https://www.vamsvet.ru/upload/iblock/51f/podvesnaya-lyustra-eurosvet-thalia-60140-12-zoloto-2.jpeg|https://www.vamsvet.ru/upload/iblock/9d4/20c55670-2dab-11ec-80f5-ac1f6bbcde7e3.jpeg|https://www.vamsvet.ru/upload/iblock/984/vamsvet-podvesnaya-lyustra-eurosvet-thalia-60140-12-zoloto.jpeg|https://www.vamsvet.ru/upload/iblock/24c/podvesnaya-lyustra-eurosvet-thalia-60140-12-zoloto-1.jpeg|https://www.vamsvet.ru/upload/iblock/51f/podvesnaya-lyustra-eurosvet-thalia-60140-12-zoloto-2.jpeg|https://www.vamsvet.ru/upload/iblock/9d4/20c55670-2dab-11ec-80f5-ac1f6bbcde7e3.jpeg;Thalia;Несравненная модель 60140/12 золото от российской компании Eurosvet относится к коллекции Thalia и отлично подойдет для установки на потолок в гостиной, оформленной в стиле ретро. Подвесная люстра Eurosvet Thalia 60140/12 золото с овальными плафонами осветит помещение площадью 48 кв. м. Производитель Eurosvet рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 60 W. Прибор произведен с использованием материалов: стекло и металл и может использоваться для натяжного потолка. Основным цветом товара является янтарный и золотой. Подвесная люстра   60140/12 золото продается по цене 23500 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:60140/12 золото||Бренд:Eurosvet||Страна бренда:Россия||Страна производства:Китай||Коллекция:Thalia||Стиль:Ретро||Высота, мм:550||Диаметр, мм:980||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:12||Мощность лампы, W:60||Общая мощность, W:720||Напряжение, V:220-240||Виды материалов:Стеклянные||Материал арматуры:Металл||Материал плафонов:Стекло||Направление плафонов:В стороны||Вид рассеивателя:Плафон||Форма рассеивателя:Овал||Цвет:Янтарный||Цвет арматуры:Золотой||Цвет плафонов:Янтарный||Умный дом:Да||Экосистема:Умный дом Яндекс||Голосовой помощник:Алиса||Степень защиты:IP20||Интерьер:Для гостиной||Место установки:На потолок||Тип крепления:На планку||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Тип подвеса:Штанга||Срок службы:8 лет||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Большие люстры"
